cat 2022,Località,comune senza link,località senza link,Immagini_fotografie sopralluogo,cat 1853,dest uso 1853,sezione località,dest uso 1853 - extra,cat 1807,stato_conservazione_globale,destinazione_uso_attuale,stato_utilizzo_attuale,stato_conservazione_globale (doppie),cat 1951,dest uso 1950,vincoli e tutele,TARI 2021 - da tenere,IMU 2021 - da tenere,note - da tenere,caratteri_storico_culturali,apparati decorativi,apparati decorativi - stato di conservazione,infissi esterni - tipologia,infissi esterni - materiale,infissi esterni - stato di conservazione,collegamenti esterni - tipologia,collegamenti esterni - materiale,collegamenti esterni - stato di conservazione,accessibilità,smaltimento_acqua,smaltimento_acqua - stato di conservazione,finiture esterne - tipologia,finiture esterne - dettaglio materiale intonaco,finiture esterne - conservazione,componenti strutturali verticali - materiale,componenti verticali - tecnica costruttiva,componenti verticali - conservazione,componenti - coperture - materiale,componenti - coperture - tecnica costruttiva,componenti - coperture - conservazione,componenti strutturali orizzontali - tecnica costruttiva,componenti strutturali orizzontali - materiale,componenti strutturali orizzontali - conservazione,componenti - fondazioni,presenza_opere_provvisionali,degrado - finiture esterne,degrado - componenti vert,degrado - coperture,unità 1 - piani,unità 2 - piani,unità 3 - piani,pavimentazioni_esterne,impiantistica,Comune,loc senza link
51_125,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,,,,Sommarovina Bassa,,presente,non rilevabile,non rilevabile,disuso,non rilevabile,125,,,,,Somma Bassa - no foto - da vedere -sotto nucleo principale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
51_126,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,,,,Sommarovina Bassa,,non presente,non rilevabile,non rilevabile,disuso,non rilevabile,126,,,,,Somma Bassa - no foto - da vedere -sotto nucleo principale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
51_142,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,,,,Sommarovina Bassa,,non presente,non rilevabile,non rilevabile,disuso,non rilevabile,142,PRATO,,,,Somma Bassa - no foto - da vedere -sotto nucleo principale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
51_145,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,,1438,CASTAGNETO,Sommarovina Bassa,,presente,non rilevabile,non rilevabile,disuso,non rilevabile,145,PRATO,,,,Somma Bassa - no foto - da vedere -sotto nucleo principale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
51_15,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,,1537,P SF,Sommarovina Bassa,,non presente,non rilevabile,non rilevabile,disuso,non rilevabile,15,FA RURALE,,,,Somma Bassa- no foto - vicino a fiume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
51_188,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_133850.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_133915.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_133917.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_134029.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_134043.jpg",1415,CC,Sommarovina Bassa,,parziale,senza fenomeni di degrado,multifunzione,uso temporaneo,senza fenomeni di degrado,188,FA RURALE,,Uso domestico_seconde case,,,,architravi lignei,,"finestre, persiane / scuri",legno,senza fenomeni di degrado,non presente,,,sentiero,metallo,senza fenomeni di degrado,intonaco_fine,malta cementizia (grigia),senza fenomeni di degrado,pietra con legante,muri portanti,senza fenomeni di degrado,pietra,tecnica tradizionale,senza fenomeni di degrado,a telaio,legno,non rilevabile,non rilevabile,,,,,"2, seminterrato",,,"pietra, terra battuta",non rilevabile,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
51_197,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_141525.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_133608.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_135048.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_135016.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_135014.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_134811.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_134340.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_133856.jpg",1417,CC,Sommarovina Bassa,,parziale,fenomeni di degrado diffusi,multifunzione,disuso,fenomeni di degrado diffusi,197,FA RURALE,,,A04,"malta a ricoprire la muratura - bianca parete sud; marroncina e grigia nelle altre pareti, grossolana + tiranti in corrispondenza della parete sud-est, verso valle
degradi: erosione malta di rivestimento e fessurazioni diffuse; marcescenza elementi lignei ballatoio",,"cornici lapidee o tinte, iscrizioni storiche",,"finestre, porte",legno,fenomeni di degrado diffusi,ballatoio,legno,fenomeni di degrado diffusi,sentiero,non presente,,intonaco_rustico,"malta cementizia (grigia), malta di calce (giallastra - idraulica)",fenomeni di degrado diffusi,pietra con legante,muri portanti,fenomeni di degrado diffusi,"non rilevabile, pietra",tecnica tradizionale,fenomeni di degrado diffusi,a telaio,legno,non rilevabile,non rilevabile,scatola muraria (tiranti puntellature centine),"erosione malta di rivestimento, fessurazioni",,,"2, seminterrato",,,terra battuta,non rilevabile,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
51_197_2,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_134652.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_134503.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_140938.jpg",1417,CC,Sommarovina Bassa,,parziale,fenomeni di degrado superficiali,multifunzione,disuso,fenomeni di degrado superficiali,197,FA RURALE,,,C02,"muratura a vista: buon orizzontamento corsi nonostante pezzature irregolari dei singoli elementi; a secco + malta di rivestimento piano seminterrato (calce aerea) - cantonali eseguiti nella parete est, verso valle (probabilmente per aumentare ammorsamento parete esposta al dislivello)",tabìa (stalla / fienile con pilastri / tamponatura in legno),architravi lignei,fenomeni di degrado diffusi,"porte, portone",legno,fenomeni di degrado diffusi,non presente,,,sentiero,metallo,perdita funzionalità,,,,"legno, pietra a secco, pietra con legante",muri portanti,fenomeni di degrado superficiali,"non rilevabile, pietra",tecnica tradizionale,fenomeni di degrado superficiali,non rilevabile,non rilevabile,non rilevabile,non rilevabile,,,,,"1, seminterrato",,,terra battuta,non rilevabile,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
51_200,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,,,,Sommarovina Bassa,,non presente,fenomeni di degrado superficiali,produttivo rurale,disuso,fenomeni di degrado superficiali,200,FA RURALE,,,C02,,,,,"porte, portone",legno,fenomeni di degrado diffusi,non presente,,,,non presente,,,,,pietra con legante,muri portanti,fenomeni di degrado superficiali,"non rilevabile, pietra",tecnica tradizionale,fenomeni di degrado superficiali,non rilevabile,non rilevabile,non rilevabile,non rilevabile,,,,,,,,terra battuta,non rilevabile,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
51_201,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_131836.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_131727.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_131723.jpg",1428,CC,Sommarovina Bassa,,presente,perdita funzionalità,produttivo rurale,disuso - rudere,perdita funzionalità,201,FA RURALE,,,,"permette di visualizzare la sezione della muratura: doppio layer con ammorsamenti orizzontali inseriti frequentemente (parete nord), inserita malta di allettamento a piano terra",,,,,,,non presente,,,sentiero,non presente,,,,,pietra a secco,muri portanti,perdita funzionalità,non presente,non presente,non presente,non presente,non presente,non presente,non rilevabile,,,,,,,,terra battuta,non rilevabile,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
51_203,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_131328.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_131333.jpg",1431,SF,Sommarovina Bassa,,parziale,fenomeni di degrado diffusi,produttivo rurale,disuso,fenomeni di degrado diffusi,203,FA RURALE,,,,"difficile rilevazione - a vista il prospetto est, in evidenza differenza tessitura che fa supporre a modifiche sostanziali (da stalla fienile a residenziale) con modifiche per raggiungimento altezza anche del tetto che risulta semi piano verso sud",,architravi lignei,,"finestre, porte",legno,fenomeni di degrado diffusi,non presente,,,sentiero,non presente,,,,,"pietra a secco, pietra con legante",muri portanti,fenomeni di degrado diffusi,pietra,tecnica tradizionale,perdita funzionalità,non rilevabile,non rilevabile,non rilevabile,non rilevabile,,,,,"2, seminterrato",,,terra battuta,non rilevabile,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
51_204,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/B20960A3-5AF9-4C09-ADA4-72E9A6EE0ABE.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/5895A6F0-E60A-44E4-9B39-3481EA963594.jpg",3269,CC,Sommarovina Bassa,,non presente,fenomeni di degrado diffusi,residenziale,disuso,fenomeni di degrado diffusi,204,FA RURALE,,,,,,,,"finestre, porte",legno,fenomeni di degrado diffusi,non presente,,,sentiero,non presente,,intonaco_tintura,,fenomeni di degrado diffusi,pietra con legante,muri portanti,fenomeni di degrado diffusi,pietra,tecnica tradizionale,perdita funzionalità,non rilevabile,non rilevabile,non rilevabile,non rilevabile,,,,,,,,terra battuta,non rilevabile,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
51_205,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_130256.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_130304.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_132647.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_130648.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_130250.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_130228.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_120648.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_120624.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_120347.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_120122.jpg",3269,CC,Sommarovina Bassa,,presente,fenomeni di degrado diffusi,multifunzione,disuso,fenomeni di degrado diffusi,205,PFA RURALE,,,A11,"particolarità: ballatoio con montanti annessi alla copertura

costruzione modificata nel tempo (da stalla fienile a stalla + residenziale piano 1 e 2) per questo motivo evidenti segni di mancato ammorsamento tra le parti: fronte est evidenti fratture verso i cantonali + disgregazione ed erosione malta di rivestimento, fronte sud frattura continua nei pressi dell’ingresso modifica corpo ovest livello piano 1?)

piano 2 in legno fronte est e sud ",,"architravi lignei, cornici lapidee o tinte, finestre a sguincio",,"finestre, porte, portone",legno,fenomeni di degrado diffusi,ballatoio,legno,perdita funzionalità,sentiero,non presente,,intonaco_tintura,,fenomeni di degrado diffusi,pietra con legante,muri portanti,fenomeni di degrado diffusi,pietra,tecnica tradizionale,perdita funzionalità,a telaio,non rilevabile,non rilevabile,non rilevabile,,"erosione malta di rivestimento, lacuna malta di rivestimento",fessurazioni,,"2, seminterrato",,,terra battuta,non rilevabile,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
51_205_1,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_132620.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_120613.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_120112.jpg",1422,SF,Sommarovina Bassa,"
",presente,fenomeni di degrado diffusi,produttivo rurale,disuso,fenomeni di degrado diffusi,205,PFA RURALE,,,C02,"crollo tetto parte ovest + evidenti cedimenti struttura lignea in altri punti + vegetazione e patina biologica
anche fronte est sporgenza gronda mancanza di elementi strutturali lignei e manto sovrastante + marcescenza e deformazioni legno timpano

cantonali non composti da elementi singolari ma infrapposti da elementi piccola pezzatura
irregolarità del fronte, in alcuni punti compensato da malta di allettamento (zona portale seminterrato e cantonale sud)",tabìa (stalla / fienile con pilastri / tamponatura in legno),architravi lignei,fenomeni di degrado diffusi,"finestre, porte, portone",legno,perdita funzionalità,non presente,,,sentiero,non presente,,,,,pietra a secco,muri portanti,fenomeni di degrado diffusi,pietra,tecnica tradizionale,perdita funzionalità,non rilevabile,non rilevabile,non rilevabile,non rilevabile,,patina biologica,"erosione / deformazione elementi strutturali lignei, mancanza elementi puntuali","erosione / deformazione componenti strutturali lignei, mancanza componenti strutturali",2,,,terra battuta,non rilevabile,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
51_206,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_140905.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_140844.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_140830.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_140804.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_130706.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_120325.jpg",1424,"P CC, P SF",Sommarovina Bassa,,presente,senza fenomeni di degrado,multifunzione,uso temporaneo,senza fenomeni di degrado,206,PFA RURALE,,Uso domestico_seconde case,,"sistemata, giardino con orto esterno - rifacimento rivestimento solo fronte sud (verso giardino) con ballatoio - mentre gli altri fronti pietra misto malta (scura in alcuni punti) - erosione delle cornici delle finestre a sguincio fronte est

copertura recente",,"architravi lignei, cornici lapidee o tinte, finestre a sguincio",fenomeni di degrado diffusi,"finestre, persiane / scuri, porte",legno,senza fenomeni di degrado,ballatoio,legno,senza fenomeni di degrado,,metallo,senza fenomeni di degrado,intonaco_tintura,,senza fenomeni di degrado,pietra con legante,muri portanti,senza fenomeni di degrado,pietra,tecnica tradizionale,senza fenomeni di degrado,non rilevabile,non rilevabile,non rilevabile,non rilevabile,,,,,,,,"pietra, terra battuta",non rilevabile,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
51_208,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_141016.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_140925.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_130710.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_120311.jpg",1425,CC,Sommarovina Bassa,,presente,"modifiche sostanziali caratteri tradizionali, senza fenomeni di degrado",residenziale,uso temporaneo,"modifiche sostanziali caratteri tradizionali, senza fenomeni di degrado",208,FA RURALE,,Uso domestico_seconde case,A04,"intonacato bianco a esclusione del corpo est più basso lasciata malta grigia a vista
lavori per isolare: lasciata a vista fronte ovest guaina impermeabile bituminosa (rappezzi sulla parte bassa della parete evidenti, coperti anch’essi con tinteggiatura bianca)",,,,"finestre, persiane / scuri, porte",legno,senza fenomeni di degrado,ballatoio,legno,senza fenomeni di degrado,sentiero,metallo,senza fenomeni di degrado,intonaco_fine,,senza fenomeni di degrado,pietra con legante,muri portanti,senza fenomeni di degrado,pietra,tecnica tradizionale,senza fenomeni di degrado,non rilevabile,non rilevabile,non rilevabile,non rilevabile,,rappezzi cementizi,,,"2, seminterrato",,,"pietra, terra battuta",non rilevabile,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
51_22,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,,,,Sommarovina Bassa,,presente,non rilevabile,non rilevabile,disuso,non rilevabile,22,FA RURALE,,,,Somma Bassa- no foto - vicino a fiume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
51_23,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,,,,Sommarovina Bassa,,non presente,non rilevabile,non rilevabile,disuso,non rilevabile,23,PFA RURALE,,,,Somma Bassa- no foto - vicino a fiume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
51_24,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,,3297,CC,Sommarovina Bassa,,presente,non rilevabile,non rilevabile,disuso,non rilevabile,24,FA RURALE,,,,Somma Bassa- no foto - vicino a fiume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
51_272,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_120709.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_120132.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_120041.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_115550.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_115511.jpg",1421,CC,Sommarovina Bassa,,parziale,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,272,URBANO,,Uso domestico_seconde case,,fronte sud poco coerente con elementi tradizionali,,,,"finestre, persiane / scuri, porte, portefinestre",legno,senza fenomeni di degrado,non presente,,,sentiero,metallo,senza fenomeni di degrado,intonaco_tintura,,fenomeni di degrado superficiali,pietra con legante,muri portanti,fenomeni di degrado superficiali,pietra,tecnica tradizionale,senza fenomeni di degrado,non rilevabile,non rilevabile,non rilevabile,non rilevabile,,"lacuna malta di rivestimento, umidità di risalita",,,"2, seminterrato",,,"pietra, terra battuta",non rilevabile,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
51_273,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_122339.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_122236.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_121807.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_121739.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_121719.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_121601.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_120232.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_115622.jpg",1421,CC,Sommarovina Bassa,,presente,fenomeni di degrado diffusi,produttivo rurale,disuso,fenomeni di degrado diffusi,273,FA RURALE,,,,"tessitura irregolare a secco, presenza di cantonali (in alcuni punti regolare, in altri pietre di dimensioni elevate infrapposti da elementi più piccoli)
in alcuni punti, evidenti chiusure di vani (fronte nord) con mantenimento architrave in legno;
il tetto presenta una incurvatura per possibile cedimento della struttura lignea (non ispezionabile)
tetto piano",tabìa (stalla / fienile con pilastri / tamponatura in legno),"angolari in conci lapidei, architravi lapidei, architravi lignei",,"finestre, porte, portone",legno,fenomeni di degrado superficiali,non presente,,,sentiero,non presente,,,,,"pietra a secco, pietra con legante",muri portanti,fenomeni di degrado superficiali,pietra,tecnica tradizionale,perdita funzionalità,a telaio,legno,perdita funzionalità,non rilevabile,,,,,"1, seminterrato",,,terra battuta,non rilevabile,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
51_274,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_122202.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_121833.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_115641.jpg",1421,CC,Sommarovina Bassa,,presente,fenomeni di degrado superficiali,produttivo rurale,uso temporaneo,fenomeni di degrado superficiali,274,PFA RURALE,,,,oggi orto sulla copertura piana,,,,"persiane / scuri, porte",legno,fenomeni di degrado superficiali,non presente,,,sentiero,non presente,,non presente,,,non rilevabile,muri portanti,fenomeni di degrado superficiali,non presente,non presente,non presente,non presente,non presente,non presente,non rilevabile,,,,,seminterrato,,,terra battuta,non rilevabile,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
51_596,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_133603.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_133913.jpg",1416,P SF,Sommarovina Bassa,,presente,fenomeni di degrado superficiali,produttivo rurale,disuso,fenomeni di degrado superficiali,187,FA RURALE,,,C02,,tabìa (stalla / fienile con pilastri / tamponatura in legno),,,portone,legno,fenomeni di degrado diffusi,non presente,,,sentiero,non presente,,non presente,,,"legno, pietra a secco",muri portanti,fenomeni di degrado superficiali,pietra,tecnica tradizionale,fenomeni di degrado superficiali,non rilevabile,non rilevabile,non rilevabile,non rilevabile,,,,,"1, seminterrato",,,terra battuta,non rilevabile,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
51_597,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_134449.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_134453.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_134508.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_141504.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_133608%201.jpg",1418,CC,Sommarovina Bassa,,presente,fenomeni di degrado diffusi,residenziale,disuso,fenomeni di degrado diffusi,198,FA RURALE,,,A11,"edificio residenziale con intonacato bianco il fronte sud avente diversi segni di dissesto: distacchi dell’intonaco, erosione diffusa parte alta, frattura lungo il corso del cantonale + marcescenza elementi lignei del ballatoio; sul fronte nord invece manca strato di intonaco bianco ma evidenti segni di erosione e distacco dello strato di malta di calce soprattutto parte superiore",,iscrizioni storiche,,"finestre, porte, portone",legno,fenomeni di degrado diffusi,ballatoio,legno,senza fenomeni di degrado,sentiero,non presente,,intonaco_fine,,fenomeni di degrado diffusi,pietra con legante,muri portanti,fenomeni di degrado diffusi,"non rilevabile, pietra",tecnica tradizionale,fenomeni di degrado diffusi,non rilevabile,"legno, non rilevabile",non rilevabile,non rilevabile,,"erosione malta di rivestimento, lacuna malta di rivestimento","erosione / deformazione elementi strutturali lignei, fessurazioni",,"2, seminterrato",,,"pietra, terra battuta",non rilevabile,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
51_603_2,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_133546.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_133352.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230606_132241.jpg",,,Sommarovina Bassa,,non presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,199,FA RURALE,,,A11,"sistemata, civico 2",,,,"finestre, persiane / scuri, porte",legno,senza fenomeni di degrado,ballatoio,legno,senza fenomeni di degrado,sentiero,non presente,,intonaco_fine,,fenomeni di degrado superficiali,pietra con legante,muri portanti,senza fenomeni di degrado,pietra,tecnica tradizionale,senza fenomeni di degrado,non rilevabile,"legno, non rilevabile",non rilevabile,non rilevabile,,,,,3,,,"pietra, terra battuta",non rilevabile,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
